Duty Cycle (ratio),PW (us),pos Delay (us),pos PW (us),pos Setpoint (V),y1,dep_rate_A_per_s,Ipk (A),BatchNr,FitNr
0.0234394809,5.0727263814,38.086623259,18.0155561988,89.4062847262,0.7591549954,0.5487460785649452,0.3995773768,223,223.0
0.0375,49.7664867417,37.95064311,28.0677347378,3.2675647676,2.0169877921,1.4579554216659798,0.4723067925,224,224.0
0.0375,5.8381024943,32.8641157841,39.9981922024,11.9473968427,0.889783659,0.643169440504242,0.2800886372,225,225.0
0.0375,26.1624453339,39.4068644889,6.3981493884,8.8533116493,1.7614442369,1.2732388293123222,0.5259947358,226,226.0
0.0375,19.8611485824,29.7670469831,36.2192373386,1.3758223775,1.2405457565,0.896713613536947,0.499579269,227,227.0
0.0233611142,49.1726105624,36.8432477448,37.9644557726,4.2125066218,1.0074397213,0.7282157132650493,0.7342649519,228,228.0
0.0237512534,17.4896966024,39.1011646173,3.011902743,6.4369814637,1.2456488965,0.9004023570482671,0.7611089235,229,229.0
0.0253051245,35.3965930283,2.0277123721,31.4089906081,3.4281626028,1.143089221,0.826268326329198,0.7680358559,230,230.0
0.012,19.2720316345,2.5901691257,12.8418125791,2.6601096375,0.8942801612,0.6464196831614856,1.4360512623,231,231.0
0.012,49.6102877608,34.0570785657,37.3903675385,16.6010072744,0.7334981735,0.530200352736393,1.4533871505,232,232.0
0.0375,13.9181873458,2.4835248424,1.2173958196,23.3453702873,1.4672941336,1.0606159569431568,0.4303166935,233,233.0
0.0234605112,36.5618556616,2.042998474,39.7775980053,78.5970155757,1.146224777,0.828534825357126,0.8087336923,234,234.0
0.012,35.9208464254,37.7491983585,15.9331632297,5.6843453378,0.7892912293,0.5705296936047534,1.5417266259,235,235.0
0.012,15.3018958217,37.9565313126,36.2113284355,85.8478620191,0.9517287689,0.6879457198541382,1.2732126801,236,236.0
0.012,10.8859649789,39.4124730883,7.0236485007,91.0882907586,0.7739699503,0.5594548909349514,1.1207729315,237,237.0
0.0375,41.0192851584,39.4411092624,0.6913643518,25.0502575584,1.3128648934,0.9489886338154692,0.5095377886,238,238.0
0.0238151095,8.3474160485,39.5219433754,39.106242545,27.7116481175,0.896104055,0.64773806290809,0.5138734477,239,239.0
0.0375,6.7449251154,4.944097845,2.4183274634,96.2363301987,1.2456281234,0.9003873414622091,0.306065477,240,240.0
0.012,33.5909085528,37.1642872498,2.4300319348,0.3997482406,1.1460708879,0.8284235884678601,1.5486501842,241,241.0
0.0375,36.4441557276,6.373482554,36.9994035039,96.8011179787,1.3505290501,0.9762137175161838,0.5212305719,242,242.0
0.012,17.1517565493,2.3807549298,3.2034689387,5.1036161037,0.8488835095,0.613605258239961,1.3390607131,243,243.0
0.023856979,35.7233706117,39.7862892169,39.6539670727,15.8169283477,1.1623681389,0.8402038607861982,0.8208499193,244,244.0
0.0375,33.2830437658,36.3833337224,8.2348214668,99.5227459984,1.4849554672,1.0733822399999136,0.5268635547,245,245.0
0.0261431907,11.7615646506,39.9563848351,37.6961685304,90.4981456699,1.1016163414,0.7962901529848931,0.547657848,246,246.0
0.0249715937,44.4167946536,9.7314866553,0.1717217781,98.8703392563,1.196883762,0.865153064756556,0.7074176061,247,247.0
0.0263854161,41.7731707148,5.2260419179,39.8805245638,1.8605755537,1.1421569907,0.8255944748436066,0.6641217484,248,248.0
0.0375,30.3375979016,34.9670445018,1.1426979208,8.8255456145,1.4372380219,1.0388902572741523,0.5320680326,249,249.0
0.0375,23.4545085253,37.9961102449,0.3042174671,6.0997666177,1.227430872,0.887233676654736,0.5182040457,250,250.0
0.0375,5.0609561703,5.1876046996,36.9541292676,58.6839273949,0.730949178,0.5283578419271641,0.2532514136,251,251.0
0.0252117811,33.9097964075,2.0325897413,2.7350925159,10.906680689,1.610556747,1.164171617887986,0.7611021754,252,252.0
0.0256552423,5.2331014271,14.1889851719,39.1754966247,99.5057424268,0.6099212466,0.4408742540498508,0.3632101384,253,253.0
0.012,49.3879069112,11.1307021822,3.1728774771,87.1693356936,0.8026930076,0.5802170082275687,1.5313277922,254,254.0
0.0375,22.11672176,39.6932726297,34.7727245396,91.4102787563,1.5843603419,1.1452358608183122,0.4961208639,255,255.0
0.012,38.6688468612,4.8534835719,35.0404518772,84.2105673401,0.7225583,0.5222925964553999,1.5261384975,256,256.0
0.0249006705,48.9385993656,37.0023062577,3.8244467551,97.0250866569,1.155169502,0.8350004124866759,0.6589257056,257,257.0
0.0375,10.680399907,2.5294953254,39.6212010916,82.5421491658,1.1603156937,0.8387202754027206,0.3852933203,258,258.0
0.0375,45.3217797032,1.8652768255,6.3752076746,8.879693012,1.3837210078,1.0002061258361363,0.4904895682,259,259.0
0.012,5.2676046986,36.8825968896,36.1639758235,4.1754938268,0.4890098094,0.35347487260707716,0.6026498631,260,260.0
0.012,49.3655785703,38.1562587546,36.9915553447,3.8551935448,0.8070293885,0.5833515091245629,1.5590490178,261,261.0
0.0244751766,20.6135171416,24.3097325794,2.5901674194,97.0141566516,1.4629482275,1.0574745708696451,0.7489859484,262,262.0
0.012,31.5348774329,34.367029039,39.0226525269,95.2642826525,0.8636390195,0.624271101577341,1.5088093574,263,263.0
0.012,26.643598269,38.7635881994,37.8521204213,4.81033216,0.8568688769,0.6193773852406422,1.5070818419,264,264.0
0.012,31.0386193624,7.3129350742,0.6411953936,93.4637208038,0.9337824728,0.6749734550738065,1.5296002767,265,265.0
0.0249161972,33.3055929092,2.1297084653,0.9017558881,7.6162322601,1.1259158879,0.8138547885778602,0.7567732645,266,266.0
0.0375,49.0657794821,2.2730813062,9.5829417453,4.3659385479,1.2133408057,0.8770488413105765,0.4675443156,267,267.0
0.0250596894,39.1604077539,39.4215893475,0.1995765302,93.5673897863,1.2948845998,0.9359917943502324,0.7403213784,268,268.0
0.012,45.9708392418,39.9465637526,38.5918950242,92.2499006425,0.7767601913,0.5614717831589093,1.5122643885,269,269.0
0.0375,40.3932526049,4.8286894743,37.7557082855,96.1897860862,1.5670718312,1.1327390683209455,0.5138751347,270,270.0
0.0375,27.5193965378,11.093938143,0.941789323,96.133346652,1.3996734009,1.0117371217597542,0.5181989846,271,271.0
0.0375,49.8670758502,9.3501413025,38.3370819508,83.7945921015,1.1159351594,0.8066403387503772,0.4684114474,272,272.0
0.012,5.0773900431,6.6061870544,21.1093002561,8.6214150321,0.5494916886,0.39719347320424675,0.5983209521,273,273.0
0.0375,6.4282633389,1.7905662227,1.8026561676,49.6471588955,1.1765188491,0.8504325318457459,0.3181901392,274,274.0
0.0375,8.4748909886,39.9257576173,36.5302211621,95.3113826972,1.3627311004,0.9850338231509351,0.3748978606,275,275.0
0.012,13.4561073191,37.6767934464,0.8571676747,31.6862543874,1.0473889104,0.7570925052157153,1.2697509009,276,276.0
0.012,49.7014346227,38.1638549796,8.7283960061,84.4782728571,0.7895415243,0.5707106163419634,1.475892089,277,277.0
0.0241896358,5.3730769279,2.4349255919,0.5770744762,20.2836177997,0.7435075087,0.5374354805736906,0.3935158893,278,278.0
0.0375,11.8686159903,37.2343480708,0.2765005483,98.5415877051,1.9129446013,1.3827490497144894,0.3995807509,279,279.0
0.0248552823,49.9728283649,4.5586236576,6.5868735166,1.1351980525,1.1445761638,0.8273431450888644,0.6606599692,280,280.0
0.012,7.0529047317,18.6400862262,38.2709944555,3.4924971702,0.60757512,0.43917838459056,0.8927172642,281,281.0
0.012,5.2130090923,1.7861384605,38.522125979,50.516276487,0.5969756366,0.43151667520867076,0.5636829163,282,282.0
0.012,45.918113925,13.4306715498,38.4373136571,3.4374690559,0.7987444928,0.5773628716865664,1.5209357066,283,283.0
0.012,25.7343281613,39.6579612573,0.9547223246,77.2783848572,1.1524959111,0.8330678393877017,1.5001515355,284,284.0
0.0375,8.3591296903,39.3444397306,31.8930939821,2.6722088224,0.9643231915,0.697049447097477,0.3454592416,285,285.0
0.0375,48.1059335756,34.8838383381,1.1250069855,9.3984278959,1.690453695,1.22192416798641,0.4766357035,286,286.0
0.0375,25.3897920611,36.1577830102,37.0990165736,97.7305237645,1.5723483108,1.1365531082820504,0.516901661,287,287.0
0.0375,38.8508621869,6.6259559594,5.0509003902,99.0846234896,1.2200793858,0.8819197430729004,0.503909867,288,288.0
0.0375,47.9908832499,33.8684351156,37.061244819,99.0339898766,1.2346673646,0.8924644884927347,0.4831307569,289,289.0
0.0375,17.3221140325,4.0759543714,31.7471228648,2.8461615735,1.3229099561,0.9562495868474118,0.4731722373,290,290.0
0.012,21.1231675596,10.6917772956,37.15457343,11.6550095104,0.877692152,0.634429239767376,1.4585831933,291,291.0
0.0247052765,49.9590503033,14.7113752431,1.0435619408,1.2672298715,0.9961757802,0.7200737086082075,0.6606633433,292,292.0
0.0375,49.9618101862,3.6020787413,37.7510718905,13.5717230648,1.4019882375,1.0134103736180249,0.4653832342,293,293.0
0.012,45.3139556004,1.8103731969,35.8268257229,95.3322665514,0.7975220842,0.5764792682989596,1.5105301248,294,294.0
0.012,12.8249680802,38.1890812166,39.9610674117,7.1809570777,0.9183221179,0.6637981230586002,1.1865939721,295,295.0
0.012,8.107019311,23.2470734067,0.2580118608,97.4455828615,0.746142518,0.539340165426084,1.013974008,296,296.0
0.0241223237,49.3642690452,5.7561343022,3.3427528679,99.7540089429,1.2249545093,0.8854436675933934,0.7030886952,297,297.0
0.0259778793,8.2654156687,4.7205160701,4.212300444,0.125937785,0.8953521397,0.6471945499564686,0.4861623442,298,298.0
0.0375,5.1066292166,5.2754213306,36.3192322991,14.1241965638,1.0466127043,0.7565314339508034,0.2675354702,299,299.0
0.0241908156,19.5587264625,7.3150364198,38.1598327829,3.1552676292,1.8439744898,1.3328948322580523,0.7576336482,300,300.0
0.0375,36.4251227331,2.5317084333,2.6054269957,1.5538429045,1.2959330287,0.9367496385994505,0.5277323735,301,301.0
0.0250104559,19.8667911954,2.640923698,9.2632562581,86.5795878305,1.1650191328,0.8421200999148863,0.7299326668,302,302.0
0.0375,11.9485886102,36.2629250769,2.6600359939,0.8727312767,1.0658183427,0.7704139992005826,0.3965441025,303,303.0
0.012,5.9628856424,4.7594105869,3.0713784491,23.0638873387,0.6768146067,0.4892273166778146,0.7896770367,304,304.0
0.0245561032,32.3699487199,37.7822088703,38.2123491945,88.3305446773,1.600341237,1.156787459070606,0.8147867447,305,305.0
0.0375,35.5654863562,39.7463897924,37.198255863,3.3484384989,1.2461338005,0.900752864085819,0.5117089922,306,306.0
0.012,12.0035436371,36.4627960825,35.9583456572,98.4433937693,0.8079712359,0.5840323122154841,1.1067841046,307,307.0
0.012,49.6557639537,9.6562328487,38.8840650705,95.6009021829,0.7325741467,0.5295324310523346,1.4603039607,308,308.0
0.0375,24.6303109571,2.5647434756,33.141603743,99.3260018492,1.4876172077,1.0753062471794526,0.5034779881,309,309.0
0.0241046293,26.0128744931,6.7483784241,39.1182315295,1.460324722,1.0936038958,0.7904984528322804,0.8069926805,310,310.0
0.0375,34.6237088086,3.2556678286,30.6791693697,0.060774777,1.2679283013,0.9165067574550894,0.5052122517,311,311.0
0.0239151973,20.2616736818,3.0929849271,39.4284411194,76.8105786602,1.1745823854,0.8490327822977651,0.7896804107,312,312.0
0.0375,49.668075645,10.5316703302,36.6718351972,98.8385721364,1.1295482408,0.8164803912833903,0.4675443156,313,313.0
0.012,22.2816879223,39.1782628025,28.886620277,4.0615098084,0.9943633459,0.7187636122236641,1.4845634072,314,314.0
0.012,49.0882575865,34.8658724409,2.1254714242,10.0247483819,0.7215345827,0.5215526146897026,1.4758988371,315,315.0
0.012,24.1239669195,3.168144925,38.0476100548,89.4357133128,1.0514007273,0.7599923989200773,1.4862909227,316,316.0
0.0375,49.8344120055,37.2671517183,3.7651359134,79.7207507112,1.1949009758,0.8637198315453204,0.4640842235,317,317.0
0.0243919394,21.459215779,37.0319594923,2.5188892071,89.4716118222,1.3063591209,0.9442860142331142,0.7818897206,318,318.0
0.012,19.2637283182,3.3913233585,4.0308244918,88.1594965846,0.8428804965,0.6092660523290669,1.4083367848,319,319.0
0.012,36.7726363378,38.6094880513,36.8240092165,90.9506676599,0.8061690026,0.5827295895013788,1.5624973008,320,320.0
0.0227932795,29.8105283,2.2513511536,0.3983282892,0.2625460685,1.161372108,0.8394838918025039,0.8598202401,321,321.0
0.012,19.3379893943,32.0351236178,5.507395758,97.6126946704,0.9330825734,0.6744675411913091,1.4533871505,322,322.0
0.0375,8.1743463144,36.3922855932,35.611184097,96.8665851211,0.967195183,0.6991254316893539,0.3536868717,323,323.0
0.0375,46.2650935194,38.970626461,2.5481839744,94.0003812872,1.6359770753,1.1825463971557013,0.5034847362,324,324.0
0.012,48.5417421747,2.0012241473,17.1452719783,1.6435040611,0.7541870414,0.5451550526314932,1.4949554927,325,325.0
0.0252722573,30.5382408929,38.5375645297,0.4690644343,96.7527171245,1.4686854047,1.0616216205625386,0.7654344604,326,326.0
0.0262621339,49.6514882588,39.2226674171,38.5721193284,42.1781249076,1.0285022261,0.7434404921096719,0.6572015641,327,327.0
0.012,6.0658514006,16.8425030734,2.4337775062,99.3838190475,0.70356928,0.5085666112166399,0.8208499193,328,328.0
0.012,22.8426632296,38.0732396926,37.6517922544,92.5772737131,1.1595331436,0.8381546184535368,1.4862976708,329,329.0
0.0258404523,13.6014487876,32.7424445174,39.9881606774,0.2582994935,0.9881135514,0.7142460232668731,0.6165003537,330,330.0
0.0248385837,5.6114378247,39.4968037167,38.7461699658,11.7389291649,0.8468442223,0.6121311839588874,0.3878879676,331,331.0
0.0246027738,33.2998690468,1.8921407765,0.5375405941,99.6136884967,1.7666333964,1.2769897509869832,0.8139196129,332,332.0
0.0248983102,5.0348396718,36.3650363607,33.4198254762,3.4237990936,0.6520960917,0.47135983473224463,0.3666769787,333,333.0
0.0375,24.27539488,38.7400763747,1.9233808991,88.7332187346,2.0030372754,1.4478714580755851,0.5121391841,334,334.0
0.0239908331,14.7356283285,38.7143769715,6.5226067323,97.8169061837,1.0916804269,0.7891080964195422,0.6926932356,335,335.0
0.0251550407,41.2397495415,3.8687848093,37.9383334299,95.449857721,1.0408034557,0.7523322883112766,0.7411851361,336,336.0
0.0258067956,49.8257958155,9.966735444,39.8509414598,5.6903323964,1.0968710167,0.7928600519693946,0.6693110431,337,337.0
0.0248577962,5.252977037,11.2397366174,39.6602505927,88.2858647729,0.6767328461,0.48916821700923174,0.3848580673,338,338.0
0.0228551682,33.5948573843,38.5799201411,32.5193292003,0.6037041983,1.739884929,1.257654942308502,0.8606839979,339,339.0
0.0248331882,5.6004908175,25.0905520373,1.5664643465,88.5440431558,0.8363155687,0.6045206730479706,0.3900524231,340,340.0
0.0375,5.5598853904,39.1188364187,17.7053903797,16.0795562216,1.2343676824,0.8922478668106513,0.2740271496,341,341.0
0.012,37.7549033497,3.9487660191,2.2319698119,1.8202724161,1.3218486314,0.9554824210239131,1.5867567472,342,342.0
0.0375,15.0735713818,5.6880233804,1.0945814336,85.6838873409,1.3538669008,0.9786264428404703,0.4433034264,343,343.0
0.012,49.0163008151,3.3663020967,11.015021896,82.3917180209,0.7398546571,0.5347950606288497,1.501879051,344,344.0
0.012,5.1015442119,12.8726323735,1.7076072296,18.4051619926,0.6097154586,0.4407255026635068,0.5957161826,345,345.0
0.0247880757,48.4797677083,35.1022900819,5.1372578326,6.6867392977,1.360285194,0.983265829060572,0.7048195848,346,346.0
0.012,49.9557062471,2.3459343366,36.2694006093,11.3112785889,0.7506365745,0.542588640238431,1.493214481,347,347.0
0.0375,41.3931988023,36.8865593246,39.1068213053,90.3760663346,1.5586243082,1.1266328776906716,0.5086757179,348,348.0
0.0375,24.2582301142,36.1750902157,1.2533440453,93.7563952583,1.4318196805,1.034973674213259,0.5190745516,349,349.0
0.0251762852,48.6173888218,2.9391852444,39.1612093843,91.3335545183,0.9333935102,0.6746922981259477,0.6537330369,350,350.0
0.012,17.076629543,2.8415813242,2.3921104828,10.571400406,0.9669447657,0.6989444205490566,1.3459707752,351,351.0
0.012,5.0614983882,1.6076185745,27.8759202795,93.2434420409,0.4812606688,0.3478734993140544,0.5723441122,352,352.0
0.012,49.7798509856,31.4540181351,38.9260002642,85.3775926826,0.7827020853,0.5657668099340813,1.5105436211,353,353.0
0.0257087105,5.4385486739,2.5327194385,32.2199681056,74.2997158878,0.7064305801,0.5106348676583238,0.3848580673,354,354.0
0.0253952948,19.5161436261,3.4782870682,0.1496823172,83.0174314164,1.8256558343,1.3196534119537433,0.7273312714,355,355.0
0.0258715536,26.3622621983,1.8419942668,2.9482111271,3.9774125771,1.1625278183,0.8403192831243355,0.7706271292,356,356.0
0.0375,49.9195170722,26.511769446,3.0222935228,1.1797393692,1.1510159236,0.8319980481831767,0.4697104581,357,357.0
0.0375,5.5636519007,8.6946079347,25.8032877839,4.3228970522,0.887789241,0.641727799385958,0.2679690361,358,358.0
0.012,5.7612933931,39.1488355252,20.0037969769,4.2291994567,0.8228405555,0.594780421456509,0.8087303182,359,359.0
0.0244074314,5.3453979801,2.3305077239,3.9370191047,79.0400425087,1.1145161125,0.8056145977272751,0.4311804513,360,360.0
0.0375,5.9800657298,32.5693295748,1.0331440198,59.7688209466,1.2895935773,0.9321672422283774,0.2900471569,361,361.0
0.0375,42.0857233242,2.4372609946,2.0506316972,92.5640171776,1.8786398683,1.3579522851222354,0.4978483794,362,362.0
0.0375,37.5597513095,1.9424597449,11.4814689743,0.2968774141,1.2990558917,0.9390069626446446,0.5021840385,363,363.0
0.012,10.599903417,1.7925565375,39.9248535426,95.2035104457,0.6980120385,0.504549625885263,1.0253243248,364,364.0
0.012,7.3557423878,2.8470207104,6.0421567351,93.5955559274,0.6907727735,0.499316810051193,0.9896976913,365,365.0
0.0375,15.417672575,36.4602248044,39.5797321938,7.0358074741,1.4062113586,1.016463006027707,0.4562901593,366,366.0
0.012,37.9463267748,35.4387375526,7.9173858569,0.2376138466,0.8161413899,0.5899380099925362,1.5538394788,367,367.0
0.0256452008,5.2979930945,3.4259242037,39.7300955378,31.8512766965,0.7272956183,0.5257169101407354,0.3770640032,368,368.0
0.0375,17.90598551,38.9781199027,34.968153955,6.3998228206,1.8049116391,1.3046587193837658,0.4770709564,369,369.0
0.012,28.6326722372,37.1507651384,1.4762094459,1.8174668194,0.8676183064,0.6271474813615632,1.4949487446,370,370.0
0.012,10.5556554163,36.9105842009,4.4867914696,99.1418211623,0.8672489357,0.6268804861835165,1.0790156422,371,371.0
0.0238678494,22.3359685703,39.4095746646,4.0742629411,3.4028729321,1.2590873743,0.9101161994642634,0.8069960546,372,372.0
0.0375,5.1591768463,6.1951012807,2.1721560904,32.825522794,0.8206918215,0.593227234869417,0.2597464671,373,373.0
0.012,49.8502262112,9.1730763376,39.2846268909,79.1942704854,0.7995424963,0.5779396989404993,1.5659725761,374,374.0
0.012,5.3318754351,39.62447481,35.480291961,92.1599248206,0.6342353251,0.4584493939246338,0.5654138058,375,375.0
0.0250401464,25.3646757763,37.1221337661,39.7499406924,5.3395207264,1.408066985,1.01780432330343,0.7931421899,376,376.0
0.012,38.222252356,3.8792573679,39.2149738896,16.230165367,0.753217784,0.5444544365509919,1.5521187114,377,377.0
0.012,5.7631874402,38.3282150612,14.5039975914,91.2033781737,0.6935471903,0.5013222639420714,0.7680257337,378,378.0
0.0237457191,48.2746453036,36.5581518732,3.8989230857,8.6594186139,1.3436483053,0.9712400537064413,0.7212714709,379,379.0
0.012,36.86871168,2.6111899699,2.517795263,91.4238715391,0.9507273445,0.6872218522436909,1.5226632221,380,380.0
0.0375,20.6250131856,5.4121760983,2.0195778669,12.140796776,1.3156398544,0.9509944810747872,0.4861606572,381,381.0
0.0375,22.4646176978,7.069879242,37.9206200534,1.0264668172,1.2605349319,0.9111625491047323,0.500017896,382,382.0
0.0375,5.5719073715,38.1923755523,13.7113292269,7.705048205,0.9186672315,0.6640475842829969,0.2714325023,383,383.0
0.0375,5.4029498273,6.4715482165,32.9660997866,74.7025360469,1.0714001976,0.7744487760327888,0.2744624026,384,384.0
0.0375,49.907114398,3.7587893221,37.9562264595,74.2372604129,1.5972114349,1.1545251191802461,0.4753400668,385,385.0
0.0375,20.8595099676,2.250289601,5.2576781177,2.8482252876,1.4367772506,1.038557194269203,0.4822653122,386,386.0
0.0238472939,40.0457894352,2.6232525759,39.5188963293,94.6435547307,1.0137980365,0.7328117451075871,0.7827467302,387,387.0
0.025838157,15.8137556043,1.7380090896,38.4029302709,89.9110384082,1.1347535322,0.8202429737083835,0.6424805676,388,388.0
0.012,34.0183714356,36.1016350205,39.7987671252,2.5229935629,0.7791721462,0.5632152358149156,1.5642383125,389,389.0
0.0375,49.435967697,37.8520853356,38.8971606662,10.4194397024,1.2985356762,0.9386309311130555,0.4697104581,390,390.0
0.012,26.5465038837,3.6276619106,39.4450555269,12.2561610733,0.9410767292,0.6802460207814696,1.5157261676,391,391.0
0.012,32.4469439622,4.8411806731,38.876802466,0.3902725116,0.7974937006,0.5764587515543028,1.5729096306,392,392.0
0.012,40.8576291678,37.1805944822,0.8628251971,97.3866516632,0.88569083,0.64021098817554,1.5157329157,393,393.0
0.023754752,27.7607213653,5.3312915419,39.2335883754,88.9616713951,1.2125529221,0.8764793291049198,0.8312420048,394,394.0
0.0375,38.5435997226,17.866033601,38.4277329196,0.7264004047,1.1910900973,0.8609651837521374,0.508242152,395,395.0
0.012,49.4630471804,8.3073808641,34.4464111609,9.3440967714,0.6932947,0.5011397543586,1.5313345403,396,396.0
0.0233841316,18.0409851516,38.6904642463,37.5322313731,1.0399000455,1.4698364364,1.062453630014503,0.7766903038,397,397.0
0.0375,36.2485799466,37.8928392115,2.3115318115,94.9894173256,1.3668401854,0.9880040259341653,0.5134331337,398,398.0
0.012,26.3412074243,8.6803137154,0.7073412061,92.1086121187,0.9025321513,0.6523845351813894,1.5295800323,399,399.0
0.012,47.464906522,36.130458229,2.7937750448,93.307132131,0.7275789986,0.5259217481900268,1.5070818419,400,400.0
0.012,26.2557347424,4.6288955766,39.9794461081,84.7789479021,1.0117641021,0.7313415400337597,1.5192081911,401,
