Duty Cycle (ratio),PW (us),pos Delay (us),pos PW (us),pos Setpoint (V),y1,dep_rate_A_per_s,Ipk (A),BatchNr,FitNr
0.0375,49.8345281488,39.4472243521,29.8122050726,6.5546435073,1.2830219296,0.9274170055482048,0.4770675824,45,45.0
0.0309316263,26.4708910688,35.4830632343,0.4132531621,84.166512761,1.3813070896,0.9984612540322847,0.6416066877,46,46.0
0.0181605266,29.0416376013,30.4280166871,38.5903609926,0.3028088419,0.9622444089,0.6955468240404582,1.0234719693,47,47.0
0.012,38.3808306538,32.3874016438,4.6067334675,92.8427657478,0.8676138273,0.6271442436978774,1.5122778847,48,48.0
0.012,20.3849595409,36.3417547661,38.025377913,94.1319606685,0.9727767809,0.7031600227521941,1.4100710484,49,49.0
0.0197637953,20.8016681363,30.3520196761,1.8755910835,73.6445134224,1.0305835441,0.7449449478501557,0.9013784602,50,50.0
0.0375,9.6309199795,31.6700055371,37.166255109,8.4051410793,1.0960394238,0.7922589450207443,0.3675407364,51,51.0
0.024619275,44.1023961963,28.238328432,39.01615686,98.1900160306,1.3476051239,0.9741001925496282,0.7282017773,52,52.0
0.0316772154,49.8941485629,12.5483731836,17.0230814272,88.134404734,1.217787387,0.880262999244306,0.5550217203,53,53.0
0.0300230697,27.4520485275,38.9435153829,38.7828360538,6.9072380925,1.4149884382,1.0228074126916116,0.6866401831,54,54.0
0.0279282223,5.6386294139,29.0692279688,33.2714022968,84.0765823122,0.8772992718,0.6341452510293684,0.364939341,55,55.0
0.0165459105,27.86511279,30.0018769786,10.8811299459,98.9743998964,1.3643601359,0.9862113519136841,1.0893739872,56,56.0
0.0177809846,44.1928665587,29.4997587925,3.2011026379,1.2504561697,0.896713674,0.648178718686812,0.9793056057,57,57.0
0.0241336733,24.2691953126,34.877265293,39.1625277908,99.3969057274,1.2896306869,0.9321940664574222,0.8069926805,58,58.0
0.0288305739,33.9840901863,39.1068322215,0.6935799101,1.2156070296,1.1049752866,0.7987181262153707,0.6883744468,59,59.0
0.025447929,14.1847881626,34.3707478131,33.9490581817,30.1930309947,1.1260912915,0.8139815769652771,0.6520021473,60,60.0
0.020533573,45.7924811577,4.4202225133,39.0955569868,13.3679220143,1.0205391447,0.7376844742766586,0.8321158848,61,61.0
0.0204947561,6.7410047089,5.8737750998,36.7066796256,7.1292780081,0.8403464445,0.607434343249491,0.5255577959,62,62.0
0.02280286,49.6642782868,5.7192494485,4.3260182339,23.4522323091,1.4764431706,1.0672292285501628,0.708284738,63,63.0
0.0324778719,5.6533505072,34.3717725256,23.1911451365,13.7197601893,0.9303333476,0.6724802963124887,0.3017348791,64,64.0
0.019731581,9.7093842236,6.5900831978,0.0111985946,5.3906969814,1.2482901241,0.9023115367241957,0.6840387877,65,65.0
0.0160753406,35.3290932698,2.8310280361,3.0173650115,87.972734976,1.1707407524,0.8462559039833112,1.174474371,66,66.0
0.0225260924,5.9519799684,37.8245607569,11.2482279539,84.161507647,0.8084531932,0.5843806892663016,0.4415691628,67,67.0
0.0329249947,30.7151133139,7.6805506365,27.8618674654,87.1714145055,1.7384001552,1.2565816913844574,0.6026498631,68,68.0
0.0328896045,20.1605406082,5.5562020287,36.0004797706,37.6555279186,1.1656170716,0.8425523128012008,0.5610848949,69,69.0
0.0281666714,37.0123012123,4.1411149247,38.9722902365,48.3438343823,1.1662925103,0.8430405455602313,0.6970221465,70,70.0
0.012,32.983902869,11.347838574,7.5387262337,16.4577573614,0.8536112423,0.6170226431616473,1.5122778847,71,71.0
0.0375,8.5155745175,33.4233373229,2.4141452966,11.5533080421,1.1753463415,0.849584998797177,0.3502217185,72,72.0
0.0335852353,43.5127867962,3.5944943987,36.8769030582,0.4365867873,1.732754253,1.2525006187300138,0.5385664601,73,73.0
